FlightID,RouteID,DepartureDateTime,AircraftType,TotalCapacity,FlightStatus,FuelCost,CrewCost,AirportCost,OtherOperatingCost
F000266,R009,2025-01-18 11:45:00,Airbus A320,180,Completed,935.29,368.18,2464.97,881.15
F000267,R010,2025-01-18 19:45:00,Boeing 737,160,Delayed,987.34,362.18,2306.89,740.97
F000268,R010,2025-01-18 13:30:00,Boeing 737,160,Completed,1091.4,389.51,2343.58,1467.79
F000269,R001,2025-01-19 18:15:00,Airbus A320,180,Completed,12804.83,5022.62,2883.34,1347.13
F000270,R002,2025-01-19 12:00:00,Airbus A320,180,Completed,13278.09,5001.96,1559.32,572.78
F000271,R003,2025-01-19 21:15:00,Airbus A320,180,Completed,9753.35,3843.0,1817.71,690.02
F000272,R004,2025-01-19 21:15:00,Boeing 737,160,Completed,9943.1,3595.76,1982.42,783.06
F000273,R005,2025-01-19 17:30:00,Airbus A320,180,Completed,3175.29,1233.48,2199.01,1302.82
F000274,R005,2025-01-19 21:30:00,Boeing 737,160,Completed,3182.52,1177.77,2343.79,721.27
F000275,R006,2025-01-19 06:30:00,Airbus A320,180,Completed,3133.18,1151.91,1845.03,1069.79
F000276,R007,2025-01-19 21:30:00,Airbus A320,180,Completed,3711.2,1280.54,2585.34,1239.59
F000277,R008,2025-01-19 11:30:00,Boeing 737,160,Completed,3271.63,1287.97,1776.07,1389.36
F000278,R008,2025-01-19 07:00:00,Boeing 737,160,Completed,3839.4,1303.57,2646.51,912.39
F000279,R009,2025-01-19 08:15:00,Boeing 737,160,Completed,970.64,372.35,1590.68,1137.73
F000280,R010,2025-01-19 21:00:00,Boeing 737,160,Completed,1035.13,370.68,1525.09,1222.19
F000281,R010,2025-01-19 15:00:00,Airbus A320,180,Completed,1091.48,389.33,1660.52,596.31
F000282,R001,2025-01-20 13:15:00,Airbus A320,180,Completed,14470.67,4834.83,2095.34,873.05
F000283,R002,2025-01-20 20:15:00,Boeing 737,160,Completed,13067.93,5112.39,1620.93,1491.67
F000284,R002,2025-01-20 07:00:00,Airbus A320,180,Completed,13283.8,4976.09,1584.17,509.45
F000285,R003,2025-01-20 08:45:00,Airbus A320,180,Completed,10447.25,3629.71,2965.99,1473.84
F000286,R004,2025-01-20 13:15:00,Airbus A320,180,Completed,9688.19,3848.6,2526.64,780.37
F000287,R005,2025-01-20 11:30:00,Boeing 737,160,Completed,3568.52,1198.34,2628.38,1212.71
F000288,R006,2025-01-20 08:30:00,Boeing 737,160,Completed,3308.79,1195.92,2774.16,1177.03
F000289,R006,2025-01-20 16:45:00,Boeing 737,160,Completed,3456.81,1210.49,1617.64,1245.46
F000290,R007,2025-01-20 07:00:00,Airbus A320,180,Completed,3336.63,1227.65,2407.75,1113.87
F000291,R007,2025-01-20 18:30:00,Boeing 737,160,Completed,3620.07,1318.35,2175.83,728.14
F000292,R008,2025-01-20 19:15:00,Airbus A320,180,Completed,3233.37,1297.21,2697.08,1213.11
F000293,R008,2025-01-20 08:30:00,Boeing 737,160,Completed,3440.89,1318.39,1731.42,889.62
F000294,R009,2025-01-20 09:00:00,Boeing 737,160,Completed,1119.62,371.93,2642.02,602.23
F000295,R009,2025-01-20 08:15:00,Airbus A320,180,Completed,1017.98,376.05,2112.07,526.26
F000296,R010,2025-01-20 08:30:00,Airbus A320,180,Completed,928.19,370.78,2668.75,1224.84
F000297,R010,2025-01-20 13:15:00,Airbus A320,180,Completed,960.52,365.36,1902.61,645.93
F000298,R001,2025-01-21 19:30:00,Airbus A320,180,Completed,13067.33,5089.92,2041.69,1444.22
F000299,R002,2025-01-21 12:45:00,Boeing 737,160,Completed,12620.12,4705.85,2093.54,1341.61
F000300,R002,2025-01-21 18:30:00,Airbus A320,180,Completed,13162.57,5106.16,2789.26,1474.23
F000301,R003,2025-01-21 15:30:00,Boeing 737,160,Completed,10110.38,3572.98,2097.36,819.14
F000302,R004,2025-01-21 13:30:00,Airbus A320,180,Completed,9706.88,3797.54,2047.52,1432.07
F000303,R004,2025-01-21 12:15:00,Boeing 737,160,Completed,11072.87,3677.83,2562.55,938.45
F000304,R005,2025-01-21 08:45:00,Airbus A320,180,Completed,3031.24,1164.58,1879.02,654.14
F000305,R005,2025-01-21 19:45:00,Boeing 737,160,Completed,3233.72,1199.63,2373.37,1034.37
F000306,R006,2025-01-21 07:30:00,Boeing 737,160,Completed,3011.76,1158.09,2497.04,666.34
F000307,R006,2025-01-21 07:45:00,Airbus A320,180,Completed,3571.3,1179.74,1515.82,758.74
F000308,R007,2025-01-21 20:30:00,Airbus A320,180,Completed,3499.46,1305.02,2535.66,650.74
F000309,R008,2025-01-21 21:00:00,Airbus A320,180,Completed,3466.25,1341.19,1674.1,1440.68
F000310,R009,2025-01-21 17:30:00,Airbus A320,180,Completed,1019.31,363.04,2224.39,976.16
F000311,R010,2025-01-21 20:30:00,Boeing 737,160,Completed,987.41,385.6,1672.63,1349.18
F000312,R010,2025-01-21 09:15:00,Boeing 737,160,Completed,1031.79,375.94,1996.48,926.37
F000313,R001,2025-01-22 13:45:00,Boeing 737,160,Completed,12758.69,5027.87,2093.37,1237.39
F000314,R001,2025-01-22 12:45:00,Airbus A320,180,Completed,13309.86,5051.34,1808.68,1252.33
F000315,R002,2025-01-22 09:15:00,Airbus A320,180,Completed,13138.74,4928.99,1893.53,1362.64
F000316,R003,2025-01-22 18:45:00,Boeing 737,160,Completed,9844.2,3819.57,2426.04,1313.74
F000317,R003,2025-01-22 15:00:00,Boeing 737,160,Completed,9773.65,3595.48,1675.42,873.31
F000318,R004,2025-01-22 22:45:00,Airbus A320,180,Completed,10348.8,3719.62,2134.56,986.67
F000319,R005,2025-01-22 11:45:00,Airbus A320,180,Completed,3031.97,1165.97,2176.5,553.61
F000320,R006,2025-01-22 06:45:00,Boeing 737,160,Completed,3067.8,1174.21,2342.37,1153.07
F000321,R006,2025-01-22 19:45:00,Airbus A320,180,Completed,3404.31,1181.33,1750.88,1065.4
F000322,R007,2025-01-22 15:00:00,Airbus A320,180,Completed,3331.49,1254.91,2671.11,1065.65
F000323,R008,2025-01-22 22:00:00,Boeing 737,160,Completed,3361.84,1287.53,2986.34,1042.04
F000324,R008,2025-01-22 07:45:00,Boeing 737,160,Completed,3870.84,1231.03,2745.11,1251.35
F000325,R009,2025-01-22 07:45:00,Airbus A320,180,Completed,997.35,385.85,2158.6,1493.96
F000326,R009,2025-01-22 13:15:00,Airbus A320,180,Completed,1102.77,378.12,2142.25,1116.15
F000327,R010,2025-01-22 12:00:00,Airbus A320,180,Completed,1035.14,377.62,1752.57,1479.0
F000328,R001,2025-01-23 15:30:00,Boeing 737,160,Completed,12620.39,5073.8,2117.39,559.29
F000329,R001,2025-01-23 14:15:00,Boeing 737,160,Completed,12931.0,5054.64,2742.72,1261.47
F000330,R002,2025-01-23 21:15:00,Airbus A320,180,Completed,13960.47,4888.21,1613.27,1294.6
F000331,R002,2025-01-23 08:45:00,Airbus A320,180,Completed,14142.58,5136.77,2182.04,988.04
F000332,R003,2025-01-23 08:45:00,Airbus A320,180,Completed,10863.93,3801.16,2096.57,1468.13
F000333,R004,2025-01-23 21:30:00,Airbus A320,180,Completed,10819.73,3632.1,2366.9,1066.14
F000334,R005,2025-01-23 16:00:00,Boeing 737,160,Completed,3005.36,1221.73,2189.37,624.24
F000335,R005,2025-01-23 11:45:00,Airbus A320,180,Completed,2940.74,1242.41,1803.48,1188.59
F000336,R006,2025-01-23 15:15:00,Airbus A320,180,Completed,3001.29,1171.42,1623.63,1164.51
F000337,R007,2025-01-23 07:45:00,Airbus A320,180,Completed,3684.84,1314.72,2143.85,591.2
F000338,R008,2025-01-23 06:15:00,Airbus A320,180,Completed,3227.9,1294.01,2279.17,945.07
F000339,R009,2025-01-23 16:00:00,Airbus A320,180,Completed,1068.41,373.17,1843.42,589.33
F000340,R010,2025-01-23 09:30:00,Airbus A320,180,Completed,1106.87,360.43,2660.19,1253.16
F000341,R001,2025-01-24 10:00:00,Boeing 737,160,Completed,13912.84,4783.74,2026.78,713.06
F000342,R002,2025-01-24 19:45:00,Boeing 737,160,Completed,12487.26,4752.23,2628.67,1089.57
F000343,R003,2025-01-24 17:45:00,Airbus A320,180,Completed,10744.06,3598.88,2466.93,748.17
F000344,R003,2025-01-24 15:00:00,Airbus A320,180,Completed,9554.88,3731.48,1782.97,891.75
F000345,R004,2025-01-24 13:45:00,Airbus A320,180,Completed,9366.64,3691.85,2390.89,1028.29
F000346,R005,2025-01-24 17:30:00,Boeing 737,160,Delayed,3193.06,1228.27,2131.3,1046.36
F000347,R006,2025-01-24 21:00:00,Boeing 737,160,Completed,3324.08,1130.24,1823.61,1422.58
F000348,R007,2025-01-24 22:30:00,Airbus A320,180,Completed,3471.61,1269.47,2460.81,1037.66
F000349,R007,2025-01-24 10:30:00,Boeing 737,160,Completed,3391.47,1283.45,1804.8,1308.06
F000350,R008,2025-01-24 18:00:00,Airbus A320,180,Completed,3665.59,1311.48,2769.7,557.91
F000351,R008,2025-01-24 08:45:00,Boeing 737,160,Completed,3492.62,1295.95,1963.94,1241.69
F000352,R009,2025-01-24 09:00:00,Boeing 737,160,Delayed,1069.95,361.43,2929.52,1023.01
F000353,R010,2025-01-24 11:30:00,Boeing 737,160,Completed,1079.88,387.97,2599.4,618.06
F000354,R010,2025-01-24 06:30:00,Airbus A320,180,Completed,981.6,357.69,2568.48,1076.65
F000355,R001,2025-01-25 21:45:00,Airbus A320,180,Completed,12402.18,5127.88,1750.32,657.31
F000356,R002,2025-01-25 09:15:00,Boeing 737,160,Completed,12371.14,5129.65,1866.83,971.76
F000357,R003,2025-01-25 10:15:00,Boeing 737,160,Completed,10260.35,3844.83,2611.0,919.37
F000358,R003,2025-01-25 16:15:00,Airbus A320,180,Completed,10997.43,3625.52,2739.0,1071.54
F000359,R004,2025-01-25 22:00:00,Boeing 737,160,Completed,9590.9,3697.82,1568.89,900.92
F000360,R005,2025-01-25 15:30:00,Airbus A320,180,Completed,2996.74,1182.86,2053.38,791.6
F000361,R005,2025-01-25 15:15:00,Airbus A320,180,Completed,3180.93,1244.06,2996.68,1275.89
F000362,R006,2025-01-25 10:00:00,Airbus A320,180,Completed,2955.92,1192.94,2453.91,1193.46
F000363,R007,2025-01-25 16:00:00,Airbus A320,180,Completed,3771.58,1311.13,1655.92,1029.81
F000364,R008,2025-01-25 19:45:00,Boeing 737,160,Completed,3858.7,1236.15,1919.74,543.9
F000365,R009,2025-01-25 22:45:00,Airbus A320,180,Completed,1019.95,383.27,2371.16,1005.43
F000366,R010,2025-01-25 08:00:00,Airbus A320,180,Completed,1061.91,360.19,1937.51,1350.91
F000367,R010,2025-01-25 18:30:00,Airbus A320,180,Completed,1018.78,364.04,2915.33,636.11
F000368,R001,2025-01-26 10:00:00,Boeing 737,160,Completed,13475.2,4857.95,1681.11,858.29
F000369,R002,2025-01-26 20:30:00,Airbus A320,180,Completed,12972.73,4761.86,1736.42,1186.05
F000370,R003,2025-01-26 12:30:00,Boeing 737,160,Completed,9322.92,3599.04,2033.61,1013.46
F000371,R004,2025-01-26 14:15:00,Boeing 737,160,Completed,11071.03,3822.92,2333.93,1050.12
F000372,R004,2025-01-26 09:45:00,Boeing 737,160,Completed,10770.09,3559.01,1517.94,1330.37
F000373,R005,2025-01-26 10:15:00,Airbus A320,180,Completed,3183.52,1203.48,2467.03,1082.32
F000374,R006,2025-01-26 08:00:00,Boeing 737,160,Completed,3069.51,1205.34,2713.95,591.98
F000375,R006,2025-01-26 16:00:00,Boeing 737,160,Completed,3555.99,1134.62,2886.2,933.16
F000376,R007,2025-01-26 21:00:00,Airbus A320,180,Completed,3654.68,1240.05,1822.07,687.15
F000377,R007,2025-01-26 14:45:00,Boeing 737,160,Completed,3197.38,1297.28,1868.68,795.11
F000378,R008,2025-01-26 21:00:00,Boeing 737,160,Completed,3370.22,1235.49,1799.19,1384.65
F000379,R008,2025-01-26 22:15:00,Boeing 737,160,Completed,3870.58,1318.14,2038.67,1044.52
F000380,R009,2025-01-26 17:30:00,Airbus A320,180,Completed,981.28,356.27,2395.67,529.3
F000381,R009,2025-01-26 14:00:00,Airbus A320,180,Completed,1034.55,383.98,2999.41,1473.98
F000382,R010,2025-01-26 13:15:00,Airbus A320,180,Completed,1035.43,384.89,2605.59,1264.05
F000383,R001,2025-01-27 18:30:00,Boeing 737,160,Completed,12730.68,4995.8,2709.32,1197.63
F000384,R002,2025-01-27 17:15:00,Boeing 737,160,Delayed,14529.16,5103.65,2955.58,1042.12
F000385,R003,2025-01-27 21:00:00,Boeing 737,160,Completed,9251.75,3729.53,1529.89,977.99
F000386,R004,2025-01-27 12:15:00,Airbus A320,180,Completed,10593.51,3846.61,2766.43,823.59
F000387,R004,2025-01-27 06:15:00,Boeing 737,160,Completed,10710.13,3819.92,2791.0,1460.56
F000388,R005,2025-01-27 18:00:00,Airbus A320,180,Completed,3137.47,1144.81,1736.26,1448.69
F000389,R005,2025-01-27 21:30:00,Boeing 737,160,Completed,3402.37,1195.36,2834.4,1113.71
F000390,R006,2025-01-27 13:15:00,Airbus A320,180,Completed,3140.78,1210.39,1691.02,1228.83
F000391,R006,2025-01-27 18:00:00,Boeing 737,160,Completed,3333.9,1238.02,2951.3,720.9
F000392,R007,2025-01-27 21:15:00,Airbus A320,180,Completed,3698.49,1248.41,2973.57,667.89
F000393,R008,2025-01-27 16:45:00,Boeing 737,160,Completed,3359.95,1249.89,1601.69,756.66
F000394,R009,2025-01-27 06:00:00,Airbus A320,180,Completed,1015.79,371.0,1749.51,914.02
F000395,R010,2025-01-27 17:45:00,Boeing 737,160,Completed,1096.14,384.8,2367.08,1258.24
F000396,R010,2025-01-27 13:15:00,Airbus A320,180,Completed,940.81,386.93,1942.36,818.72
F000397,R001,2025-01-28 08:30:00,Boeing 737,160,Completed,14668.64,4782.15,1612.5,1441.83
F000398,R002,2025-01-28 16:45:00,Boeing 737,160,Completed,13425.53,5026.05,2410.98,934.2
F000399,R003,2025-01-28 09:30:00,Boeing 737,160,Completed,11116.31,3658.51,2331.17,1425.57
F000400,R004,2025-01-28 15:30:00,Boeing 737,160,Completed,9332.47,3652.46,2324.49,990.95
F000401,R004,2025-01-28 07:30:00,Boeing 737,160,Completed,10006.0,3616.15,2493.03,1100.22
F000402,R005,2025-01-28 09:00:00,Boeing 737,160,Completed,3051.92,1163.27,1622.9,1343.77
F000403,R006,2025-01-28 18:45:00,Airbus A320,180,Completed,3525.01,1160.08,2462.8,887.53
F000404,R006,2025-01-28 17:45:00,Airbus A320,180,Completed,3062.21,1133.9,2159.61,763.4
F000405,R007,2025-01-28 07:15:00,Boeing 737,160,Completed,3233.38,1261.97,2312.17,1470.71
F000406,R007,2025-01-28 13:00:00,Airbus A320,180,Completed,3750.01,1271.57,2303.27,1366.89
F000407,R008,2025-01-28 13:45:00,Airbus A320,180,Completed,3228.62,1333.64,2571.46,1002.1
F000408,R008,2025-01-28 22:15:00,Boeing 737,160,Completed,3842.27,1275.47,2923.59,667.16
F000409,R009,2025-01-28 12:15:00,Boeing 737,160,Completed,1012.74,392.26,2153.09,1497.27
F000410,R010,2025-01-28 14:30:00,Boeing 737,160,Completed,943.55,376.11,2328.08,1356.62
F000411,R001,2025-01-29 06:45:00,Boeing 737,160,Completed,13379.57,4775.86,2381.9,1258.38
F000412,R001,2025-01-29 09:00:00,Boeing 737,160,Completed,14390.44,5131.9,2820.2,1377.89
F000413,R002,2025-01-29 18:45:00,Airbus A320,180,Completed,12353.25,4838.83,1715.78,1108.66
F000414,R002,2025-01-29 18:00:00,Airbus A320,180,Completed,14673.12,4866.59,1856.37,1245.75
F000415,R003,2025-01-29 17:00:00,Airbus A320,180,Completed,10797.48,3619.29,1920.52,991.62
F000416,R003,2025-01-29 09:15:00,Boeing 737,160,Completed,9747.86,3781.98,2661.05,820.87
F000417,R004,2025-01-29 08:15:00,Airbus A320,180,Completed,9566.95,3811.61,2611.42,1259.49
F000418,R004,2025-01-29 17:00:00,Boeing 737,160,Completed,9270.94,3769.37,2105.08,1280.52
F000419,R005,2025-01-29 11:15:00,Boeing 737,160,Completed,3487.18,1158.24,2184.67,1418.03
F000420,R006,2025-01-29 14:30:00,Airbus A320,180,Completed,3270.35,1204.09,1685.81,530.56
F000421,R007,2025-01-29 21:45:00,Boeing 737,160,Completed,3850.21,1278.74,2327.0,844.25
F000422,R007,2025-01-29 14:00:00,Airbus A320,180,Completed,3192.31,1224.27,2780.73,1279.83
F000423,R008,2025-01-29 13:15:00,Boeing 737,160,Completed,3362.68,1270.4,1530.08,1280.3
F000424,R009,2025-01-29 21:15:00,Boeing 737,160,Completed,1049.3,355.62,1878.59,1305.09
F000425,R010,2025-01-29 14:45:00,Airbus A320,180,Completed,1100.82,372.47,1827.31,802.15
F000426,R010,2025-01-29 22:45:00,Boeing 737,160,Completed,927.16,392.68,2949.73,1339.38
F000427,R001,2025-01-30 15:00:00,Airbus A320,180,Completed,12425.05,5191.74,2460.89,1361.49
F000428,R001,2025-01-30 14:30:00,Boeing 737,160,Completed,12659.43,5081.41,2849.53,1305.43
F000429,R002,2025-01-30 16:15:00,Boeing 737,160,Completed,14035.58,5196.25,1889.14,918.57
F000430,R002,2025-01-30 18:00:00,Boeing 737,160,Completed,13185.52,5055.62,2529.48,1138.31
F000431,R003,2025-01-30 17:30:00,Boeing 737,160,Completed,10844.7,3831.0,1771.7,597.6
F000432,R003,2025-01-30 10:30:00,Boeing 737,160,Completed,11060.52,3839.53,2481.65,722.25
F000433,R004,2025-01-30 15:45:00,Airbus A320,180,Completed,9892.44,3723.59,2195.64,617.78
F000434,R005,2025-01-30 08:45:00,Boeing 737,160,Completed,3267.31,1231.66,2072.5,798.36
F000435,R006,2025-01-30 10:15:00,Boeing 737,160,Completed,3164.2,1245.88,2839.27,1486.65
F000436,R007,2025-01-30 16:15:00,Boeing 737,160,Completed,3516.74,1298.8,1765.24,1134.5
F000437,R008,2025-01-30 20:30:00,Boeing 737,160,Completed,3709.67,1239.52,2646.73,989.58
F000438,R009,2025-01-30 10:45:00,Airbus A320,180,Completed,1008.63,391.4,2074.97,537.73
F000439,R010,2025-01-30 17:00:00,Airbus A320,180,Completed,1081.33,375.16,1526.87,504.12
F000440,R001,2025-01-31 13:30:00,Airbus A320,180,Completed,12602.26,4892.36,2383.01,667.02
F000441,R002,2025-01-31 15:30:00,Airbus A320,180,Completed,14232.77,4997.7,2006.75,1387.97
F000442,R003,2025-01-31 16:45:00,Airbus A320,180,Completed,10660.88,3568.27,2860.34,1312.01
F000443,R004,2025-01-31 13:15:00,Boeing 737,160,Completed,9566.54,3515.49,2256.95,623.16
F000444,R005,2025-01-31 18:30:00,Boeing 737,160,Completed,3328.37,1134.3,1662.17,1336.12
F000445,R006,2025-01-31 09:45:00,Airbus A320,180,Completed,3188.76,1193.62,2211.59,653.13
F000446,R007,2025-01-31 15:45:00,Boeing 737,160,Completed,3640.07,1252.51,2408.45,637.16
F000447,R008,2025-01-31 22:00:00,Airbus A320,180,Completed,3253.34,1231.52,1797.97,699.75
F000448,R009,2025-01-31 22:15:00,Airbus A320,180,Completed,1070.35,366.35,1559.11,996.35
F000449,R009,2025-01-31 12:45:00,Airbus A320,180,Cancelled,973.89,355.78,1633.5,610.43
F000450,R010,2025-01-31 10:00:00,Boeing 737,160,Completed,1074.49,359.09,1883.84,731.16
F000451,R010,2025-01-31 15:30:00,Airbus A320,180,Completed,935.95,385.71,2811.21,1352.25
F000452,R001,2025-02-01 16:45:00,Boeing 737,160,Completed,12509.88,5077.81,1568.83,1352.0
F000453,R001,2025-02-01 11:30:00,Airbus A320,180,Completed,14686.6,5175.27,1902.46,1233.07
F000454,R002,2025-02-01 16:15:00,Boeing 737,160,Completed,13342.37,5178.84,1907.75,885.72
F000455,R002,2025-02-01 21:45:00,Boeing 737,160,Completed,12559.05,5047.1,1587.97,1442.47
F000456,R003,2025-02-01 09:45:00,Airbus A320,180,Completed,10766.78,3757.86,1771.89,879.75
F000457,R004,2025-02-01 06:15:00,Airbus A320,180,Completed,11006.66,3549.1,2116.93,545.97
F000458,R004,2025-02-01 14:30:00,Boeing 737,160,Completed,10568.4,3757.69,2651.29,1076.65
F000459,R005,2025-02-01 16:00:00,Airbus A320,180,Completed,3372.66,1158.13,2018.62,1176.3
F000460,R006,2025-02-01 10:00:00,Boeing 737,160,Completed,3360.7,1147.24,2773.27,1351.87
F000461,R006,2025-02-01 11:00:00,Airbus A320,180,Completed,3149.8,1167.91,1917.24,1006.93
F000462,R007,2025-02-01 18:15:00,Boeing 737,160,Delayed,3496.66,1320.62,2172.15,1356.59
F000463,R007,2025-02-01 20:30:00,Boeing 737,160,Completed,3864.42,1313.44,1526.65,903.44
F000464,R008,2025-02-01 06:00:00,Airbus A320,180,Delayed,3800.57,1289.99,2481.89,956.21
F000465,R009,2025-02-01 17:00:00,Boeing 737,160,Completed,1099.33,367.72,2651.12,1099.95
F000466,R009,2025-02-01 17:45:00,Boeing 737,160,Completed,945.69,379.94,1503.3,855.14
F000467,R010,2025-02-01 22:30:00,Boeing 737,160,Completed,935.07,361.44,1710.67,1216.86
F000468,R010,2025-02-01 19:00:00,Airbus A320,180,Completed,1051.3,362.31,2895.32,892.9
F000469,R001,2025-02-02 12:30:00,Boeing 737,160,Completed,14312.59,4725.52,2449.86,1172.14
F000470,R001,2025-02-02 09:45:00,Airbus A320,180,Completed,14043.9,5175.81,1701.95,998.83
F000471,R002,2025-02-02 19:45:00,Boeing 737,160,Completed,14134.72,4788.46,2722.87,603.55
F000472,R003,2025-02-02 22:45:00,Airbus A320,180,Completed,11126.67,3845.55,2643.56,773.6
F000473,R003,2025-02-02 16:30:00,Airbus A320,180,Completed,10771.92,3558.42,2403.79,1386.44
F000474,R004,2025-02-02 16:15:00,Boeing 737,160,Completed,9563.54,3771.15,2529.92,1421.19
F000475,R004,2025-02-02 10:15:00,Airbus A320,180,Completed,10580.14,3788.28,2343.42,1082.81
F000476,R005,2025-02-02 15:45:00,Boeing 737,160,Completed,3281.85,1131.6,1717.99,1170.25
F000477,R005,2025-02-02 12:30:00,Boeing 737,160,Completed,3582.94,1209.79,1719.64,562.03
F000478,R006,2025-02-02 12:00:00,Airbus A320,180,Completed,3472.18,1140.77,2802.05,1239.49
F000479,R006,2025-02-02 13:45:00,Boeing 737,160,Completed,3274.14,1223.26,2544.19,1192.94
F000480,R007,2025-02-02 18:45:00,Airbus A320,180,Completed,3847.52,1343.0,1968.98,1052.12
F000481,R008,2025-02-02 14:15:00,Airbus A320,180,Completed,3758.17,1334.75,2556.94,1147.63
F000482,R009,2025-02-02 12:30:00,Airbus A320,180,Completed,962.15,380.83,1780.46,673.8
F000483,R010,2025-02-02 18:00:00,Airbus A320,180,Completed,983.06,365.18,1741.39,1346.01
F000484,R001,2025-02-03 16:45:00,Boeing 737,160,Completed,12359.99,5162.17,2395.32,1273.66
F000485,R002,2025-02-03 21:30:00,Boeing 737,160,Completed,14385.78,4859.84,1829.94,683.87
F000486,R002,2025-02-03 08:15:00,Airbus A320,180,Completed,13729.79,4902.19,2024.1,1383.4
F000487,R003,2025-02-03 16:30:00,Airbus A320,180,Completed,9581.27,3785.28,2295.75,1496.63
F000488,R003,2025-02-03 06:00:00,Airbus A320,180,Completed,10042.67,3841.34,2420.55,1121.13
F000489,R004,2025-02-03 16:45:00,Boeing 737,160,Completed,9921.26,3706.86,1924.24,1411.34
F000490,R005,2025-02-03 22:45:00,Airbus A320,180,Completed,2968.95,1235.32,1788.77,1013.89
F000491,R005,2025-02-03 09:15:00,Boeing 737,160,Completed,3349.94,1153.64,2444.27,713.18
F000492,R006,2025-02-03 09:15:00,Airbus A320,180,Completed,3362.76,1240.24,2620.34,653.75
F000493,R006,2025-02-03 20:30:00,Boeing 737,160,Completed,2997.49,1135.05,2691.32,1058.08
F000494,R007,2025-02-03 14:45:00,Airbus A320,180,Completed,3491.04,1269.75,1974.61,889.5
F000495,R008,2025-02-03 06:00:00,Boeing 737,160,Completed,3667.14,1227.21,2892.07,606.14
F000496,R009,2025-02-03 08:30:00,Airbus A320,180,Completed,1004.11,386.05,1546.23,656.32
F000497,R009,2025-02-03 13:15:00,Airbus A320,180,Completed,1089.55,387.07,1942.47,1134.05
F000498,R010,2025-02-03 17:00:00,Boeing 737,160,Completed,951.0,355.49,2394.98,1037.15
F000499,R010,2025-02-03 08:30:00,Boeing 737,160,Completed,1079.57,389.09,2015.78,912.65
F000500,R001,2025-02-04 11:15:00,Boeing 737,160,Completed,13930.72,4827.61,1671.93,1170.98
F000501,R002,2025-02-04 20:00:00,Airbus A320,180,Completed,14079.91,4826.59,1796.13,1080.6
